,nodeid,osmid
2992,2992,42734149
2993,2993,42734150
2994,2994,42735676
2995,2995,42735679
2996,2996,42737608
2997,2997,42737695
2998,2998,42737705
2999,2999,42737735
3000,3000,42739603
3001,3001,42739615
3002,3002,42741436
3003,3003,42741440
3004,3004,42741445
3005,3005,42741467
3006,3006,42743020
3007,3007,42743421
3008,3008,42743502
3009,3009,42743504
3010,3010,42743507
3011,3011,42743861
3012,3012,42743865
3013,3013,42743872
3014,3014,42747169
3015,3015,42747174
3016,3016,42747177
3017,3017,42747180
3018,3018,42749813
3019,3019,42749817
3020,3020,42751188
3021,3021,42753240
3022,3022,42753246
3023,3023,42758654
3024,3024,42760015
3025,3025,42760999
3026,3026,42761006
3027,3027,42761217
3028,3028,42761233
3029,3029,42761235
3030,3030,42764987
3031,3031,42768489
3032,3032,42768499
3033,3033,42775133
3034,3034,42775135
3035,3035,42777866
3036,3036,42777926
3037,3037,42777962
3038,3038,42779702
3039,3039,42786594
3040,3040,42786626
3041,3041,42793624
3042,3042,42804992
3043,3043,42806188
3044,3044,42806193
3045,3045,42807444
3046,3046,42807546
3047,3047,42807549
3048,3048,42807554
3049,3049,42807557
3050,3050,42810468
3051,3051,42810470
3052,3052,42811421
3053,3053,42811423
3054,3054,42811426
3055,3055,42811429
3056,3056,42811435
3057,3057,42811439
3058,3058,42815748
3059,3059,42815750
3060,3060,42815755
3061,3061,42815764
3062,3062,42815770
3063,3063,42818101
3064,3064,42818104
3065,3065,42818107
3066,3066,42818110
3067,3067,42818112
3068,3068,42818118
3069,3069,42818120
3070,3070,42823482
3071,3071,42824071
3072,3072,42824080
3073,3073,42824085
3074,3074,42824088
3075,3075,42824399
3076,3076,42824405
3077,3077,42824480
3078,3078,42825525
3079,3079,42825534
3080,3080,42825539
3081,3081,42825542
3082,3082,42825544
3083,3083,42825887
3084,3084,42825900
3085,3085,42825901
3086,3086,42825906
3087,3087,42825913
3088,3088,42826801
3089,3089,42826802
3090,3090,42826813
3091,3091,42826820
3092,3092,42826823
3093,3093,42826825
3094,3094,42826837
3095,3095,42826843
3096,3096,42826850
3097,3097,42826856
3098,3098,42826857
3099,3099,42826860
3100,3100,42826864
3101,3101,42826868
3102,3102,42826872
3103,3103,42826875
3104,3104,42826878
3105,3105,42826882
3106,3106,42826890
3107,3107,42826898
3108,3108,42826923
3109,3109,42826926
3110,3110,42826930
3111,3111,42826933
3112,3112,42826940
3113,3113,42826957
3114,3114,42832449
3115,3115,42832453
3116,3116,42836082
3117,3117,42836084
3118,3118,42836093
3119,3119,42843270
3120,3120,42843274
3121,3121,42844233
3122,3122,42844241
3123,3123,42844248
3124,3124,42844251
3125,3125,42849225
3126,3126,42852794
3127,3127,42852816
3128,3128,42852827
3129,3129,42855824
3130,3130,42856504
3131,3131,42860527
3132,3132,42860531
3133,3133,42861335
3134,3134,42861342
3135,3135,42866842
3136,3136,42866845
3137,3137,42866850
3138,3138,42866903
3139,3139,42866905
3140,3140,42866908
3141,3141,42866912
3142,3142,42866920
3143,3143,42866924
3144,3144,42866935
3145,3145,42866942
3146,3146,42866953
3147,3147,42867023
3148,3148,42867027
3149,3149,42867029
3150,3150,42867035
3151,3151,42867040
3152,3152,42876743
3153,3153,42876747
3154,3154,42876752
3155,3155,42881130
3156,3156,42881445
3157,3157,42882960
3158,3158,42889756
3159,3159,42889760
3160,3160,42889767
3161,3161,42890426
3162,3162,42890429
3163,3163,42890434
3164,3164,42890438
3165,3165,42890447
3166,3166,42890450
3167,3167,42890454
3168,3168,42890462
3169,3169,42895302
3170,3170,42895303
3171,3171,42898031
3172,3172,42901546
3173,3173,42906413
3174,3174,42906419
3175,3175,42909195
3176,3176,42909201
3177,3177,42909227
3178,3178,42909231
3179,3179,42909236
3180,3180,42909241
3181,3181,42926487
3182,3182,42926489
3183,3183,42926712
3184,3184,42941801
3185,3185,60918583
3186,3186,60918586
3187,3187,60918686
3188,3188,60918736
3189,3189,60921162
3190,3190,60921167
3191,3191,60925101
3192,3192,60925316
3193,3193,60925389
3194,3194,60925555
3195,3195,60925716
3196,3196,60925795
3197,3197,60925950
3198,3198,60925991
3199,3199,60926009
3200,3200,60926076
3201,3201,60926616
3202,3202,60926787
3203,3203,60926791
3204,3204,60926905
3205,3205,60927291
3206,3206,60927487
3207,3207,60927650
3208,3208,60927817
3209,3209,60927819
3210,3210,60927822
3211,3211,60927823
3212,3212,60927825
3213,3213,60927827
3214,3214,60928402
3215,3215,60928432
3216,3216,60928596
3217,3217,60928599
3218,3218,60928608
3219,3219,60928839
3220,3220,60929894
3221,3221,100522479
3222,3222,100522728
3223,3223,100522741
3224,3224,193868326
3225,3225,246648219
3226,3226,246649427
3227,3227,246649429
3228,3228,246857084
3229,3229,246858431
3230,3230,246858433
3231,3231,246858435
3232,3232,246858445
3233,3233,246858448
3234,3234,246858449
3235,3235,246889362
3236,3236,246889572
3237,3237,246890098
3238,3238,246890279
3239,3239,246890579
3240,3240,247223720
3241,3241,248708582
3242,3242,248708583
3243,3243,250546966
3244,3244,254342293
3245,3245,272194254
3246,3246,272195270
3247,3247,272195271
3248,3248,274342021
3249,3249,274342024
3250,3250,276033444
3251,3251,276038022
3252,3252,276316979
3253,3253,276317107
3254,3254,276318039
3255,3255,276318040
3256,3256,276318043
3257,3257,276318084
3258,3258,276318085
3259,3259,276318086
3260,3260,276318087
3261,3261,276320116
3262,3262,276320117
3263,3263,277046385
3264,3264,277124927
3265,3265,277481436
3266,3266,277481521
3267,3267,277481572
3268,3268,277482068
3269,3269,277482087
3270,3270,277482094
3271,3271,277482105
3272,3272,277482205
3273,3273,277482212
3274,3274,277482241
3275,3275,277482339
3276,3276,277482762
3277,3277,278609934
3278,3278,302095403
3279,3279,339044224
3280,3280,358447541
3281,3281,358448394
3282,3282,370705004
3283,3283,370888100
3284,3284,370888101
3285,3285,370892861
3286,3286,370893396
3287,3287,370893397
3288,3288,370894980
3289,3289,370896902
3290,3290,370897166
3291,3291,370898427
3292,3292,370912817
3293,3293,370913758
3294,3294,370913779
3295,3295,370914027
3296,3296,370915061
3297,3297,370924677
3298,3298,370924957
3299,3299,370927297
3300,3300,371037281
3301,3301,371188320
3302,3302,371188750
3303,3303,371188756
3304,3304,371197453
3305,3305,371206271
3306,3306,371206274
3307,3307,371207282
3308,3308,371209940
3309,3309,371216381
3310,3310,371218803
3311,3311,371225088
3312,3312,371225132
3313,3313,371239958
3314,3314,371239962
3315,3315,371337140
3316,3316,371337145
3317,3317,371337150
3318,3318,371337175
3319,3319,371337197
3320,3320,371337226
3321,3321,371337227
3322,3322,371337239
3323,3323,371337241
3324,3324,371337250
3325,3325,371337269
3326,3326,373755525
3327,3327,373756705
3328,3328,373760396
3329,3329,373772209
3330,3330,373778409
3331,3331,373780963
3332,3332,373850916
3333,3333,373880031
3334,3334,374472690
3335,3335,374482644
3336,3336,374494595
3337,3337,387180916
3338,3338,387184869
3339,3339,390519635
3340,3340,402475097
3341,3341,406006393
3342,3342,406048768
3343,3343,427840965
3344,3344,427840984
3345,3345,427840998
3346,3346,427841011
3347,3347,427841023
3348,3348,427841034
3349,3349,427841050
3350,3350,427841053
3351,3351,427841062
3352,3352,427841071
3353,3353,427841073
3354,3354,427842069
3355,3355,427842070
3356,3356,427842140
3357,3357,427845226
3358,3358,427845236
3359,3359,427850840
3360,3360,449581627
3361,3361,470209120
3362,3362,470209122
3363,3363,471242348
3364,3364,471242600
3365,3365,471243365
3366,3366,482807376
3367,3367,486867405
3368,3368,486867432
3369,3369,486867459
3370,3370,486867490
3371,3371,486867513
3372,3372,486867534
3373,3373,486867548
3374,3374,486868138
3375,3375,486868830
3376,3376,486868873
3377,3377,486869282
3378,3378,496707000
3379,3379,496707003
3380,3380,529049384
3381,3381,529049398
3382,3382,529049399
3383,3383,529051337
3384,3384,529054699
3385,3385,529054843
3386,3386,529062089
3387,3387,529062409
3388,3388,529063439
3389,3389,529280909
3390,3390,529283310
3391,3391,529285542
3392,3392,529290569
3393,3393,529292924
3394,3394,541467364
3395,3395,561035330
3396,3396,561035333
3397,3397,561035334
3398,3398,561035335
3399,3399,561035338
3400,3400,561035342
3401,3401,561035343
3402,3402,561035344
3403,3403,561035346
3404,3404,561035349
3405,3405,561035350
3406,3406,561035351
3407,3407,561035353
3408,3408,561035354
3409,3409,561035355
3410,3410,561035356
3411,3411,561035357
3412,3412,561035358
3413,3413,561035359
3414,3414,561035360
3415,3415,561035361
3416,3416,561035362
3417,3417,561035363
3418,3418,561035364
3419,3419,561035365
3420,3420,561035366
3421,3421,561035367
3422,3422,561035368
3423,3423,561035369
3424,3424,561035370
3425,3425,561035371
3426,3426,561035372
3427,3427,561035373
3428,3428,561035374
3429,3429,561035375
3430,3430,561035376
3431,3431,561035377
3432,3432,561035378
3433,3433,561035379
3434,3434,561035380
3435,3435,561035381
3436,3436,561035382
3437,3437,561042188
3438,3438,561042190
3439,3439,561042191
3440,3440,561042192
3441,3441,561042193
3442,3442,561042194
3443,3443,561042195
3444,3444,561042197
3445,3445,561042198
3446,3446,561042199
3447,3447,561042200
3448,3448,567820415
3449,3449,567820429
3450,3450,567820468
3451,3451,587812578
3452,3452,587861515
3453,3453,587933855
3454,3454,587933945
3455,3455,587934073
3456,3456,587934079
3457,3457,587934139
3458,3458,587934172
3459,3459,587934263
3460,3460,587934268
3461,3461,587934311
3462,3462,587934347
3463,3463,587934436
3464,3464,588178799
3465,3465,588178801
3466,3466,588455697
3467,3467,588455698
3468,3468,588455700
3469,3469,588455701
3470,3470,588455742
3471,3471,588455743
3472,3472,588455858
3473,3473,588545728
3474,3474,589099734
3475,3475,589099881
3476,3476,589100164
3477,3477,589100228
3478,3478,589100267
3479,3479,589100791
3480,3480,589298105
3481,3481,589298326
3482,3482,589927878
3483,3483,589927879
3484,3484,589927903
3485,3485,589927921
3486,3486,589927943
3487,3487,589927965
3488,3488,589927991
3489,3489,589927993
3490,3490,589927996
3491,3491,589928003
3492,3492,589928020
3493,3493,589928028
3494,3494,589928029
3495,3495,589928030
3496,3496,589928033
3497,3497,589928034
3498,3498,589928035
3499,3499,589928037
3500,3500,589928038
3501,3501,589928039
3502,3502,589928040
3503,3503,589928041
3504,3504,589928042
3505,3505,589928047
3506,3506,589929417
3507,3507,591454081
3508,3508,592484776
3509,3509,592509222
3510,3510,593216034
3511,3511,593300940
3512,3512,593416866
3513,3513,593428194
3514,3514,593816275
3515,3515,593886226
3516,3516,593886253
3517,3517,593988920
3518,3518,595105472
3519,3519,595105496
3520,3520,595105499
3521,3521,595105531
3522,3522,595105538
3523,3523,595105581
3524,3524,595314028
3525,3525,595314036
3526,3526,595314040
3527,3527,595314103
3528,3528,595314104
3529,3529,595314114
3530,3530,595314119
3531,3531,595314120
3532,3532,595314125
3533,3533,595320307
3534,3534,595352889
3535,3535,595352897
3536,3536,595352904
3537,3537,595352906
3538,3538,595352907
3539,3539,595352915
3540,3540,595407648
3541,3541,595436395
3542,3542,595441949
3543,3543,595441960
3544,3544,595448603
3545,3545,595480989
3546,3546,595481001
3547,3547,595484175
3548,3548,595703226
3549,3549,595729838
3550,3550,595729841
3551,3551,595729852
3552,3552,595776439
3553,3553,595779503
3554,3554,595786271
3555,3555,595790186
3556,3556,595790188
3557,3557,595790192
3558,3558,595800973
3559,3559,595801009
3560,3560,595801152
3561,3561,595801153
3562,3562,595801154
3563,3563,595801157
3564,3564,595801158
3565,3565,595801159
3566,3566,595801192
3567,3567,595801202
3568,3568,596775808
3569,3569,596775819
3570,3570,596775825
3571,3571,596775840
3572,3572,596775867
3573,3573,596775870
3574,3574,596775876
3575,3575,596775882
3576,3576,596775900
3577,3577,596775907
3578,3578,596775914
3579,3579,596775919
3580,3580,596775930
3581,3581,596775935
3582,3582,596775941
3583,3583,596775946
3584,3584,596775951
3585,3585,596775963
3586,3586,596775973
3587,3587,596775979
3588,3588,596775985
3589,3589,596775998
3590,3590,596776009
3591,3591,596776017
3592,3592,596776021
3593,3593,596776027
3594,3594,596776032
3595,3595,596776041
3596,3596,596776046
3597,3597,596776052
3598,3598,596776057
3599,3599,596776063
3600,3600,596776074
3601,3601,596776078
3602,3602,596776083
3603,3603,596776089
3604,3604,596776095
3605,3605,596776103
3606,3606,596776115
3607,3607,596776120
3608,3608,596776127
3609,3609,596776132
3610,3610,596776144
3611,3611,596776150
3612,3612,596776156
3613,3613,596776163
3614,3614,596776164
3615,3615,596776165
3616,3616,596776166
3617,3617,596776167
3618,3618,596776173
3619,3619,596776177
3620,3620,596776201
3621,3621,596776224
3622,3622,596776231
3623,3623,596776260
3624,3624,596776314
3625,3625,596776325
3626,3626,596776349
3627,3627,596776386
3628,3628,596776413
3629,3629,596776442
3630,3630,596776474
3631,3631,596776497
3632,3632,596776534
3633,3633,596776546
3634,3634,596776578
3635,3635,596776594
3636,3636,596776613
3637,3637,596776624
3638,3638,596776654
3639,3639,596776656
3640,3640,596776659
3641,3641,596788016
3642,3642,596799866
3643,3643,596799891
3644,3644,596800103
3645,3645,597237255
3646,3646,597237260
3647,3647,597237382
3648,3648,597237400
3649,3649,597241928
3650,3650,627905367
3651,3651,685164634
3652,3652,685164636
3653,3653,701223492
3654,3654,701223494
3655,3655,721845311
3656,3656,731930601
3657,3657,731931110
3658,3658,740060236
3659,3659,748726602
3660,3660,761293063
3661,3661,761293064
3662,3662,761293078
3663,3663,761293090
3664,3664,761329683
3665,3665,764744759
3666,3666,765367023
3667,3667,889298452
3668,3668,1061531429
3669,3669,1061531447
3670,3670,1061531448
3671,3671,1061531454
3672,3672,1061531491
3673,3673,1061531496
3674,3674,1061531500
3675,3675,1061531504
3676,3676,1061531509
3677,3677,1061531525
3678,3678,1061531527
3679,3679,1061531550
3680,3680,1061531566
3681,3681,1061531575
3682,3682,1061531593
3683,3683,1061531596
3684,3684,1061531597
3685,3685,1061531603
3686,3686,1061531608
3687,3687,1061531631
3688,3688,1061531634
3689,3689,1061531637
3690,3690,1061531645
3691,3691,1061531654
3692,3692,1061531682
3693,3693,1061531683
3694,3694,1061531685
3695,3695,1061531695
3696,3696,1061531707
3697,3697,1061531717
3698,3698,1061531727
3699,3699,1061531730
3700,3700,1061531731
3701,3701,1061531736
3702,3702,1061531757
3703,3703,1061531768
3704,3704,1061531777
3705,3705,1061531787
3706,3706,1061531790
3707,3707,1061531802
3708,3708,1061531803
3709,3709,1061531807
3710,3710,1061531810
3711,3711,1061531815
3712,3712,1061531818
3713,3713,1061531839
3714,3714,1061531847
3715,3715,1202018697
3716,3716,1203709420
3717,3717,1205714910
3718,3718,1241742563
3719,3719,1241742627
3720,3720,1241742743
3721,3721,1241820953
3722,3722,1241820956
3723,3723,1241820975
3724,3724,1241986437
3725,3725,1241986495
3726,3726,1241986499
3727,3727,1241986580
3728,3728,1241986599
3729,3729,1241986643
3730,3730,1241986707
3731,3731,1242159743
3732,3732,1242159811
3733,3733,1242879136
3734,3734,1272562931
3735,3735,1331391393
3736,3736,1332860726
3737,3737,1332860731
3738,3738,1504153604
3739,3739,1504153626
3740,3740,1506445711
3741,3741,1506445762
3742,3742,1506445789
3743,3743,1506445797
3744,3744,1506445808
3745,3745,1506445821
3746,3746,1506445822
3747,3747,1506591534
3748,3748,1506591536
3749,3749,1506599377
3750,3750,1506599378
3751,3751,1506902240
3752,3752,1533280147
3753,3753,1538237248
3754,3754,1538237434
3755,3755,1544809885
3756,3756,1544809886
3757,3757,1632878885
3758,3758,1632878962
3759,3759,1632878994
3760,3760,1692433907
3761,3761,1692433911
3762,3762,1692433914
3763,3763,1692433916
3764,3764,1692433918
3765,3765,1692433919
3766,3766,1692433920
3767,3767,1692433924
3768,3768,1692433928
3769,3769,1692433932
3770,3770,1692433935
3771,3771,1692433938
3772,3772,1692433939
3773,3773,1692433940
3774,3774,1692433941
3775,3775,1692433942
3776,3776,1692450029
3777,3777,1696727885
3778,3778,1701844605
3779,3779,1701844618
3780,3780,1701844664
3781,3781,1701844698
3782,3782,1705982030
3783,3783,1733612450
3784,3784,1733614298
3785,3785,1762221470
3786,3786,1763608189
3787,3787,1763748995
3788,3788,1763749977
3789,3789,1763787328
3790,3790,1764400286
3791,3791,1764400288
3792,3792,1764400297
3793,3793,1764400300
3794,3794,1764400302
3795,3795,1764400304
3796,3796,1764424345
3797,3797,1764626357
3798,3798,1764647101
3799,3799,1764647103
3800,3800,1773055865
3801,3801,1773060097
3802,3802,1773060099
3803,3803,1773063787
3804,3804,1773063789
3805,3805,1773066054
3806,3806,1773076509
3807,3807,1773076511
3808,3808,1773076513
3809,3809,1773076778
3810,3810,1773078006
3811,3811,1773082408
3812,3812,1773082410
3813,3813,1773084391
3814,3814,1773084402
3815,3815,1773084405
3816,3816,1773084407
3817,3817,1773084410
3818,3818,1773121034
3819,3819,1775176473
3820,3820,1775201764
3821,3821,1775260897
3822,3822,1795811317
3823,3823,1807940789
3824,3824,1815133244
3825,3825,1825841655
3826,3826,1825841693
3827,3827,1825841704
3828,3828,1825841742
3829,3829,1825841743
3830,3830,1829177258
3831,3831,1905863520
3832,3832,1918039864
3833,3833,1918039869
3834,3834,1918039876
3835,3835,1918039877
3836,3836,1918039880
3837,3837,1918039896
3838,3838,1918039897
3839,3839,1918039898
3840,3840,1918039901
3841,3841,1918039904
3842,3842,1919595910
3843,3843,1919595911
3844,3844,1919595912
3845,3845,1919595914
3846,3846,1919595915
3847,3847,1919595917
3848,3848,1919595918
3849,3849,1919595921
3850,3850,1919595922
3851,3851,1919595923
3852,3852,1919595924
3853,3853,1919595925
3854,3854,1919595926
3855,3855,1919595927
3856,3856,1919595928
3857,3857,1921369840
3858,3858,1934650086
3859,3859,1989931095
3860,3860,1996323622
3861,3861,2029349871
3862,3862,2054405674
3863,3863,2054405680
3864,3864,2054405689
3865,3865,2061592973
3866,3866,2075592658
3867,3867,2075596386
3868,3868,2093008357
3869,3869,2099150501
3870,3870,2140994070
3871,3871,2140997997
3872,3872,2140997998
3873,3873,2141002590
3874,3874,2141002593
3875,3875,2141026491
3876,3876,2141026492
3877,3877,2141026493
3878,3878,2141026494
3879,3879,2141026495
3880,3880,2141026496
3881,3881,2141026497
3882,3882,2141026498
3883,3883,2141026499
3884,3884,2141026500
3885,3885,2141026501
3886,3886,2141026502
3887,3887,2141026503
3888,3888,2141026504
3889,3889,2141026505
3890,3890,2141026506
3891,3891,2141026507
3892,3892,2141026508
3893,3893,2141026509
3894,3894,2141026510
3895,3895,2141026511
3896,3896,2141026513
3897,3897,2141026514
3898,3898,2141026515
3899,3899,2141026516
3900,3900,2141026518
3901,3901,2141026520
3902,3902,2141026521
3903,3903,2141026522
3904,3904,2141026523
3905,3905,2141026524
3906,3906,2141026525
3907,3907,2141026532
3908,3908,2141026534
3909,3909,2141026536
3910,3910,2141026538
3911,3911,2141026540
3912,3912,2141026542
3913,3913,2141026544
3914,3914,2141026546
3915,3915,2141026548
3916,3916,2141026551
3917,3917,2297172752
3918,3918,2297172754
3919,3919,2298803426
3920,3920,2298803428
3921,3921,2298803471
3922,3922,2298803479
3923,3923,2298803501
3924,3924,2298803502
3925,3925,2300353500
3926,3926,2302133933
3927,3927,2323814568
3928,3928,2324482224
3929,3929,2383895311
3930,3930,2383895312
3931,3931,2387504625
3932,3932,2402842572
3933,3933,2402842573
3934,3934,2408209083
3935,3935,2408448893
3936,3936,2408448896
3937,3937,2408448905
3938,3938,2408974705
3939,3939,2408974720
3940,3940,2408985655
3941,3941,2459401771
3942,3942,2472695920
3943,3943,2472695922
3944,3944,2472695924
3945,3945,2472695933
3946,3946,2472695935
3947,3947,2481877063
3948,3948,2481877071
3949,3949,2482581646
3950,3950,2499757467
3951,3951,2499757469
3952,3952,2499803004
3953,3953,2499803009
3954,3954,2499827795
3955,3955,2504882466
3956,3956,2504882471
3957,3957,2504882506
3958,3958,2512378850
3959,3959,2541754688
3960,3960,2541754747
3961,3961,2546166800
3962,3962,2567558915
3963,3963,2609933834
3964,3964,2611640958
3965,3965,2629162213
3966,3966,2629162214
3967,3967,2711029280
3968,3968,2796727177
3969,3969,2799368116
3970,3970,2799469682
3971,3971,2799469684
3972,3972,2799547042
3973,3973,2821304136
3974,3974,2821304137
3975,3975,2821304138
3976,3976,2821304143
3977,3977,2821304145
3978,3978,2821304146
3979,3979,2826997293
3980,3980,2826997294
3981,3981,2826997295
3982,3982,2891717842
3983,3983,2926115549
3984,3984,2974462027
3985,3985,3037017931
3986,3986,3037153849
3987,3987,3039386415
3988,3988,3039386649
3989,3989,3039863365
3990,3990,3040306430
3991,3991,3044457240
3992,3992,3099326116
3993,3993,3099326117
3994,3994,3099326118
3995,3995,3099326119
3996,3996,3099326120
3997,3997,3099326121
3998,3998,3099326122
3999,3999,3099326124
4000,4000,3099326126
4001,4001,3099326127
4002,4002,3099326128
4003,4003,3099327930
4004,4004,3099327931
4005,4005,3099327935
4006,4006,3099327937
4007,4007,3099327940
4008,4008,3099327944
4009,4009,3099327945
4010,4010,3099327948
4011,4011,3099327950
4012,4012,3099327951
4013,4013,3099327952
4014,4014,3099327955
4015,4015,3099327957
4016,4016,3099327961
4017,4017,3099327962
4018,4018,3099327964
4019,4019,3099327965
4020,4020,3099327966
4021,4021,3099327968
4022,4022,3099327970
4023,4023,3099327972
4024,4024,3099327974
4025,4025,3099327975
4026,4026,3099327976
4027,4027,3114703224
4028,4028,3212472843
4029,4029,3212472963
4030,4030,3212472978
4031,4031,3247295579
4032,4032,3269867944
4033,4033,3270031002
4034,4034,3270031028
4035,4035,3270031030
4036,4036,3270031031
4037,4037,3430331121
4038,4038,3430331122
4039,4039,3480679963
4040,4040,3529496430
4041,4041,3549074022
4042,4042,3551738975
4043,4043,3551756586
4044,4044,3567807957
4045,4045,3569749128
4046,4046,3570003194
4047,4047,3575033021
4048,4048,3575033028
4049,4049,3575046216
4050,4050,3579426871
4051,4051,3579426874
4052,4052,3579432156
4053,4053,3579432159
4054,4054,3579432160
4055,4055,3579432161
4056,4056,3579432162
4057,4057,3584752508
4058,4058,3588508439
4059,4059,3607948335
4060,4060,3607948339
4061,4061,3607948344
4062,4062,3624790934
4063,4063,3630219668
4064,4064,3631837584
4065,4065,3631837585
4066,4066,3638049583
4067,4067,3638058983
4068,4068,3639382767
4069,4069,3639382768
4070,4070,3640160580
4071,4071,3640160581
4072,4072,3647451367
4073,4073,3647451368
4074,4074,3670609093
4075,4075,3702296508
4076,4076,3718637426
4077,4077,3718672443
4078,4078,3772840882
4079,4079,3783071109
4080,4080,3783071112
4081,4081,3785522931
4082,4082,3785532381
4083,4083,3785532382
4084,4084,3785575833
4085,4085,3785575834
4086,4086,3785586743
4087,4087,3785649062
4088,4088,3785702957
4089,4089,3785702958
4090,4090,3785702959
4091,4091,3785702998
4092,4092,3786728557
4093,4093,3786728678
4094,4094,3786728679
4095,4095,3786728763
4096,4096,3786728788
4097,4097,3786741452
4098,4098,3786901738
4099,4099,3786901743
4100,4100,3788379733
4101,4101,3829675223
4102,4102,3831856757
4103,4103,3834923371
4104,4104,3843180751
4105,4105,3846772737
4106,4106,3858909357
4107,4107,3884569924
4108,4108,3884569931
4109,4109,3891963915
4110,4110,3892037906
4111,4111,3931519753
4112,4112,3931524258
4113,4113,3931524260
4114,4114,3931524261
4115,4115,3931534870
4116,4116,3931534871
4117,4117,4015190382
4118,4118,4016646206
4119,4119,4016646214
4120,4120,4121409402
4121,4121,4133206254
4122,4122,4137021568
4123,4123,4138911201
4124,4124,4142105811
4125,4125,4142105812
4126,4126,4142105813
4127,4127,4142105822
4128,4128,4143851142
4129,4129,4143851144
4130,4130,4143859865
4131,4131,4143859873
4132,4132,4143875757
4133,4133,4145424858
4134,4134,4158673495
4135,4135,4158807592
4136,4136,4161568888
4137,4137,4163883691
4138,4138,4163940359
4139,4139,4202908174
4140,4140,4205440426
4141,4141,4205440429
4142,4142,4205565533
4143,4143,4205865492
4144,4144,4207143418
4145,4145,4207143421
4146,4146,4207143428
4147,4147,4207700494
4148,4148,4207806923
4149,4149,4207862995
4150,4150,4207862996
4151,4151,4207862997
4152,4152,4207862998
4153,4153,4207863943
4154,4154,4207899735
4155,4155,4207962275
4156,4156,4235734223
4157,4157,4235734225
4158,4158,4259278549
4159,4159,4274141356
4160,4160,4288677093
4161,4161,4300940094
4162,4162,4320028826
4163,4163,4321748237
4164,4164,4321748238
4165,4165,4332491210
4166,4166,4347534767
4167,4167,4347534783
4168,4168,4347550065
4169,4169,4347550071
4170,4170,4347550074
4171,4171,4375208206
4172,4172,4411700985
4173,4173,4412043541
4174,4174,4443775464
4175,4175,4443775465
4176,4176,4461990857
4177,4177,4477147269
4178,4178,4477147270
4179,4179,4478001045
4180,4180,4487582555
4181,4181,4487582556
4182,4182,4487582557
4183,4183,4491359481
4184,4184,4492821528
4185,4185,4506716195
4186,4186,4515465264
4187,4187,4557495130
4188,4188,4557517549
4189,4189,4557517550
4190,4190,4557517552
4191,4191,4557517554
4192,4192,4557517555
4193,4193,4561384853
4194,4194,4562863353
4195,4195,4573599938
4196,4196,4578218122
4197,4197,4597668020
4198,4198,4597668023
4199,4199,4597668026
4200,4200,4597668028
4201,4201,4597668029
4202,4202,4597668030
4203,4203,4597668031
4204,4204,4597668032
4205,4205,4597668033
4206,4206,4597668035
4207,4207,4597668036
4208,4208,4597668038
4209,4209,4597668039
4210,4210,4597668040
4211,4211,4597668041
4212,4212,4597668042
4213,4213,4597668043
4214,4214,4597668044
4215,4215,4602414021
4216,4216,4616536348
4217,4217,4616536351
4218,4218,4616536352
4219,4219,4625620212
4220,4220,4625620213
4221,4221,4629486879
4222,4222,4675915069
4223,4223,4679523591
4224,4224,4679523595
4225,4225,4679523598
4226,4226,4685453634
4227,4227,4685453636
4228,4228,4685462237
4229,4229,4685462240
4230,4230,4708064890
4231,4231,4754091366
4232,4232,4778174564
4233,4233,4779073677
4234,4234,4779073679
4235,4235,4779073680
4236,4236,4814440062
4237,4237,4831004965
4238,4238,4841945993
4239,4239,4841945995
4240,4240,4862610026
4241,4241,4878831008
4242,4242,4886250352
4243,4243,4888388399
4244,4244,4954493915
4245,4245,4954493920
4246,4246,5004570627
4247,4247,5004570630
4248,4248,5004570631
4249,4249,5004570632
4250,4250,5004570644
4251,4251,5004570651
4252,4252,5004570653
4253,4253,5007384486
4254,4254,5048446874
4255,4255,5048446875
4256,4256,5051485230
4257,4257,5071822871
4258,4258,5131026388
4259,4259,5137743341
4260,4260,5137747688
4261,4261,5137978709
4262,4262,5145323793
4263,4263,5145330172
4264,4264,5145531517
4265,4265,5151708184
4266,4266,5159433792
4267,4267,5161246301
4268,4268,5161246307
4269,4269,5163687759
4270,4270,5173594703
4271,4271,5174867983
4272,4272,5212739096
4273,4273,5214547507
4274,4274,5214547508
4275,4275,5214547509
4276,4276,5214547511
4277,4277,5214547513
4278,4278,5216470727
4279,4279,5286408252
4280,4280,5333189421
4281,4281,5333189422
4282,4282,5333189423
4283,4283,5333189424
4284,4284,5333189426
4285,4285,5333189427
4286,4286,5333189428
4287,4287,5335109935
4288,4288,5370086778
4289,4289,5370087333
4290,4290,5378686574
4291,4291,5426969134
4292,4292,5481863739
4293,4293,5482247588
4294,4294,5482291262
4295,4295,5487036755
4296,4296,5487813168
4297,4297,5487813176
4298,4298,5491803931
4299,4299,5491803946
4300,4300,5542680310
4301,4301,5542680312
4302,4302,5542680313
4303,4303,5550244687
4304,4304,5550244688
4305,4305,5550244689
4306,4306,5706568625
4307,4307,5706568658
4308,4308,5706568771
4309,4309,5706569898
4310,4310,5706569905
4311,4311,5749215967
4312,4312,5749889413
4313,4313,5749889415
4314,4314,5763775589
4315,4315,5779545445
4316,4316,5796726888
4317,4317,5798966629
4318,4318,5799117240
4319,4319,5799117244
4320,4320,5799766717
4321,4321,5812723033
4322,4322,5812723035
4323,4323,5812723036
4324,4324,5837088104
